,Year,(semi-) final,Edition,Jury or Televoting,From country,To country,Points
14310,2014,f,2014f,J,Armenia,Belarus,8
14311,2014,f,2014f,J,Armenia,Denmark,1
14312,2014,f,2014f,J,Armenia,Germany,6
14313,2014,f,2014f,J,Armenia,Greece,7
14314,2014,f,2014f,J,Armenia,Montenegro,12
14315,2014,f,2014f,J,Armenia,Russia,10
14316,2014,f,2014f,J,Armenia,San Marino,3
14317,2014,f,2014f,J,Armenia,Spain,2
14318,2014,f,2014f,J,Armenia,Switzerland,5
14319,2014,f,2014f,J,Armenia,The Netherlands,4
14320,2014,f,2014f,J,Austria,Armenia,12
14321,2014,f,2014f,J,Austria,Finland,4
14322,2014,f,2014f,J,Austria,Hungary,7
14323,2014,f,2014f,J,Austria,Iceland,2
14324,2014,f,2014f,J,Austria,Norway,1
14325,2014,f,2014f,J,Austria,Romania,8
14326,2014,f,2014f,J,Austria,Sweden,6
14327,2014,f,2014f,J,Austria,Switzerland,3
14328,2014,f,2014f,J,Austria,The Netherlands,10
14329,2014,f,2014f,J,Austria,Ukraine,5
14330,2014,f,2014f,J,Azerbaijan,Austria,1
14331,2014,f,2014f,J,Azerbaijan,Belarus,7
14332,2014,f,2014f,J,Azerbaijan,Greece,4
14333,2014,f,2014f,J,Azerbaijan,Hungary,8
14334,2014,f,2014f,J,Azerbaijan,Malta,5
14335,2014,f,2014f,J,Azerbaijan,Poland,2
14336,2014,f,2014f,J,Azerbaijan,Romania,6
14337,2014,f,2014f,J,Azerbaijan,Russia,12
14338,2014,f,2014f,J,Azerbaijan,San Marino,3
14339,2014,f,2014f,J,Azerbaijan,Ukraine,10
14340,2014,f,2014f,J,Belarus,Armenia,10
14341,2014,f,2014f,J,Belarus,Azerbaijan,3
14342,2014,f,2014f,J,Belarus,Greece,6
14343,2014,f,2014f,J,Belarus,Hungary,5
14344,2014,f,2014f,J,Belarus,Norway,4
14345,2014,f,2014f,J,Belarus,Poland,7
14346,2014,f,2014f,J,Belarus,Romania,1
14347,2014,f,2014f,J,Belarus,Russia,12
14348,2014,f,2014f,J,Belarus,The Netherlands,2
14349,2014,f,2014f,J,Belarus,Ukraine,8
14350,2014,f,2014f,J,Belgium,Austria,12
14351,2014,f,2014f,J,Belgium,Denmark,6
14352,2014,f,2014f,J,Belgium,Finland,3
14353,2014,f,2014f,J,Belgium,Hungary,7
14354,2014,f,2014f,J,Belgium,Romania,5
14355,2014,f,2014f,J,Belgium,Spain,2
14356,2014,f,2014f,J,Belgium,Sweden,10
14357,2014,f,2014f,J,Belgium,The Netherlands,8
14358,2014,f,2014f,J,Belgium,Ukraine,4
14359,2014,f,2014f,J,Belgium,United Kingdom,1
14360,2014,f,2014f,J,Denmark,Armenia,2
14361,2014,f,2014f,J,Denmark,Austria,8
14362,2014,f,2014f,J,Denmark,Finland,4
14363,2014,f,2014f,J,Denmark,Hungary,3
14364,2014,f,2014f,J,Denmark,Iceland,5
14365,2014,f,2014f,J,Denmark,Norway,6
14366,2014,f,2014f,J,Denmark,Sweden,12
14367,2014,f,2014f,J,Denmark,The Netherlands,10
14368,2014,f,2014f,J,Denmark,Ukraine,1
14369,2014,f,2014f,J,Denmark,United Kingdom,7
14370,2014,f,2014f,J,Estonia,Armenia,5
14371,2014,f,2014f,J,Estonia,Austria,4
14372,2014,f,2014f,J,Estonia,Finland,6
14373,2014,f,2014f,J,Estonia,Hungary,7
14374,2014,f,2014f,J,Estonia,Norway,3
14375,2014,f,2014f,J,Estonia,Russia,1
14376,2014,f,2014f,J,Estonia,Spain,2
14377,2014,f,2014f,J,Estonia,Sweden,10
14378,2014,f,2014f,J,Estonia,The Netherlands,12
14379,2014,f,2014f,J,Estonia,Ukraine,8
14380,2014,f,2014f,J,North Macedonia,Armenia,8
14381,2014,f,2014f,J,North Macedonia,Austria,3
14382,2014,f,2014f,J,North Macedonia,Hungary,10
14383,2014,f,2014f,J,North Macedonia,Italy,2
14384,2014,f,2014f,J,North Macedonia,Montenegro,12
14385,2014,f,2014f,J,North Macedonia,Poland,5
14386,2014,f,2014f,J,North Macedonia,Romania,4
14387,2014,f,2014f,J,North Macedonia,Russia,6
14388,2014,f,2014f,J,North Macedonia,Slovenia,1
14389,2014,f,2014f,J,North Macedonia,The Netherlands,7
14390,2014,f,2014f,J,Finland,Armenia,4
14391,2014,f,2014f,J,Finland,Austria,12
14392,2014,f,2014f,J,Finland,Denmark,6
14393,2014,f,2014f,J,Finland,France,1
14394,2014,f,2014f,J,Finland,Hungary,5
14395,2014,f,2014f,J,Finland,Malta,3
14396,2014,f,2014f,J,Finland,Norway,7
14397,2014,f,2014f,J,Finland,Sweden,10
14398,2014,f,2014f,J,Finland,The Netherlands,8
14399,2014,f,2014f,J,Finland,Ukraine,2
14400,2014,f,2014f,J,France,Armenia,12
14401,2014,f,2014f,J,France,Austria,10
14402,2014,f,2014f,J,France,Denmark,3
14403,2014,f,2014f,J,France,Iceland,7
14404,2014,f,2014f,J,France,Italy,1
14405,2014,f,2014f,J,France,Norway,2
14406,2014,f,2014f,J,France,Poland,5
14407,2014,f,2014f,J,France,Spain,6
14408,2014,f,2014f,J,France,Sweden,4
14409,2014,f,2014f,J,France,The Netherlands,8
14410,2014,f,2014f,J,Georgia,Armenia,12
14411,2014,f,2014f,J,Georgia,Austria,10
14412,2014,f,2014f,J,Georgia,Azerbaijan,7
14413,2014,f,2014f,J,Georgia,Germany,5
14414,2014,f,2014f,J,Georgia,Greece,4
14415,2014,f,2014f,J,Georgia,Russia,8
14416,2014,f,2014f,J,Georgia,Sweden,2
14417,2014,f,2014f,J,Georgia,Switzerland,1
14418,2014,f,2014f,J,Georgia,Ukraine,6
14419,2014,f,2014f,J,Georgia,United Kingdom,3
14420,2014,f,2014f,J,Germany,Armenia,6
14421,2014,f,2014f,J,Germany,Austria,7
14422,2014,f,2014f,J,Germany,Denmark,8
14423,2014,f,2014f,J,Germany,Finland,4
14424,2014,f,2014f,J,Germany,Iceland,2
14425,2014,f,2014f,J,Germany,Norway,5
14426,2014,f,2014f,J,Germany,Poland,10
14427,2014,f,2014f,J,Germany,Spain,1
14428,2014,f,2014f,J,Germany,Switzerland,3
14429,2014,f,2014f,J,Germany,The Netherlands,12
14430,2014,f,2014f,J,Greece,Armenia,7
14431,2014,f,2014f,J,Greece,Austria,12
14432,2014,f,2014f,J,Greece,Hungary,6
14433,2014,f,2014f,J,Greece,Norway,3
14434,2014,f,2014f,J,Greece,Poland,1
14435,2014,f,2014f,J,Greece,Russia,10
14436,2014,f,2014f,J,Greece,Sweden,2
14437,2014,f,2014f,J,Greece,Switzerland,4
14438,2014,f,2014f,J,Greece,The Netherlands,8
14439,2014,f,2014f,J,Greece,Ukraine,5
14440,2014,f,2014f,J,Hungary,Armenia,7
14441,2014,f,2014f,J,Hungary,Austria,10
14442,2014,f,2014f,J,Hungary,Finland,6
14443,2014,f,2014f,J,Hungary,Iceland,5
14444,2014,f,2014f,J,Hungary,Poland,3
14445,2014,f,2014f,J,Hungary,San Marino,4
14446,2014,f,2014f,J,Hungary,Sweden,8
14447,2014,f,2014f,J,Hungary,Switzerland,1
14448,2014,f,2014f,J,Hungary,The Netherlands,12
14449,2014,f,2014f,J,Hungary,Ukraine,2
14450,2014,f,2014f,J,Iceland,Armenia,2
14451,2014,f,2014f,J,Iceland,Austria,10
14452,2014,f,2014f,J,Iceland,Denmark,8
14453,2014,f,2014f,J,Iceland,Finland,5
14454,2014,f,2014f,J,Iceland,Hungary,6
14455,2014,f,2014f,J,Iceland,Norway,1
14456,2014,f,2014f,J,Iceland,Poland,3
14457,2014,f,2014f,J,Iceland,Sweden,7
14458,2014,f,2014f,J,Iceland,The Netherlands,12
14459,2014,f,2014f,J,Iceland,United Kingdom,4
14460,2014,f,2014f,J,Ireland,Austria,12
14461,2014,f,2014f,J,Ireland,Hungary,1
14462,2014,f,2014f,J,Ireland,Malta,3
14463,2014,f,2014f,J,Ireland,Norway,7
14464,2014,f,2014f,J,Ireland,Romania,2
14465,2014,f,2014f,J,Ireland,Spain,6
14466,2014,f,2014f,J,Ireland,Sweden,4
14467,2014,f,2014f,J,Ireland,Switzerland,5
14468,2014,f,2014f,J,Ireland,The Netherlands,10
14469,2014,f,2014f,J,Ireland,United Kingdom,8
14470,2014,f,2014f,J,Israel,Armenia,6
14471,2014,f,2014f,J,Israel,Austria,12
14472,2014,f,2014f,J,Israel,Belarus,1
14473,2014,f,2014f,J,Israel,Greece,2
14474,2014,f,2014f,J,Israel,Hungary,7
14475,2014,f,2014f,J,Israel,Romania,8
14476,2014,f,2014f,J,Israel,Russia,3
14477,2014,f,2014f,J,Israel,Spain,4
14478,2014,f,2014f,J,Israel,Sweden,10
14479,2014,f,2014f,J,Israel,Ukraine,5
14480,2014,f,2014f,J,Italy,Austria,12
14481,2014,f,2014f,J,Italy,Finland,6
14482,2014,f,2014f,J,Italy,Greece,3
14483,2014,f,2014f,J,Italy,Iceland,7
14484,2014,f,2014f,J,Italy,Malta,1
14485,2014,f,2014f,J,Italy,Poland,8
14486,2014,f,2014f,J,Italy,Romania,5
14487,2014,f,2014f,J,Italy,Switzerland,2
14488,2014,f,2014f,J,Italy,The Netherlands,4
14489,2014,f,2014f,J,Italy,Ukraine,10
14490,2014,f,2014f,J,Latvia,Armenia,10
14491,2014,f,2014f,J,Latvia,Austria,6
14492,2014,f,2014f,J,Latvia,Finland,3
14493,2014,f,2014f,J,Latvia,Hungary,1
14494,2014,f,2014f,J,Latvia,Norway,5
14495,2014,f,2014f,J,Latvia,Russia,2
14496,2014,f,2014f,J,Latvia,Spain,4
14497,2014,f,2014f,J,Latvia,Sweden,8
14498,2014,f,2014f,J,Latvia,The Netherlands,12
14499,2014,f,2014f,J,Latvia,Ukraine,7
14500,2014,f,2014f,J,Lithuania,Austria,10
14501,2014,f,2014f,J,Lithuania,Belarus,3
14502,2014,f,2014f,J,Lithuania,Denmark,1
14503,2014,f,2014f,J,Lithuania,Norway,8
14504,2014,f,2014f,J,Lithuania,Russia,6
14505,2014,f,2014f,J,Lithuania,Spain,4
14506,2014,f,2014f,J,Lithuania,Sweden,7
14507,2014,f,2014f,J,Lithuania,Switzerland,2
14508,2014,f,2014f,J,Lithuania,The Netherlands,12
14509,2014,f,2014f,J,Lithuania,Ukraine,5
14510,2014,f,2014f,J,Malta,Armenia,6
14511,2014,f,2014f,J,Malta,Austria,10
14512,2014,f,2014f,J,Malta,Greece,1
14513,2014,f,2014f,J,Malta,Italy,12
14514,2014,f,2014f,J,Malta,Norway,2
14515,2014,f,2014f,J,Malta,Romania,8
14516,2014,f,2014f,J,Malta,Russia,5
14517,2014,f,2014f,J,Malta,Sweden,7
14518,2014,f,2014f,J,Malta,Switzerland,3
14519,2014,f,2014f,J,Malta,United Kingdom,4
14520,2014,f,2014f,J,Moldova,Armenia,3
14521,2014,f,2014f,J,Moldova,Austria,7
14522,2014,f,2014f,J,Moldova,Belarus,5
14523,2014,f,2014f,J,Moldova,Hungary,4
14524,2014,f,2014f,J,Moldova,Poland,2
14525,2014,f,2014f,J,Moldova,Romania,12
14526,2014,f,2014f,J,Moldova,Russia,8
14527,2014,f,2014f,J,Moldova,San Marino,1
14528,2014,f,2014f,J,Moldova,Sweden,6
14529,2014,f,2014f,J,Moldova,Ukraine,10
14530,2014,f,2014f,J,Montenegro,Armenia,10
14531,2014,f,2014f,J,Montenegro,Austria,2
14532,2014,f,2014f,J,Montenegro,Belarus,1
14533,2014,f,2014f,J,Montenegro,Hungary,12
14534,2014,f,2014f,J,Montenegro,Italy,6
14535,2014,f,2014f,J,Montenegro,Poland,4
14536,2014,f,2014f,J,Montenegro,Slovenia,8
14537,2014,f,2014f,J,Montenegro,Sweden,3
14538,2014,f,2014f,J,Montenegro,Switzerland,5
14539,2014,f,2014f,J,Montenegro,Ukraine,7
14540,2014,f,2014f,J,Norway,Austria,10
14541,2014,f,2014f,J,Norway,Denmark,1
14542,2014,f,2014f,J,Norway,Finland,7
14543,2014,f,2014f,J,Norway,Iceland,6
14544,2014,f,2014f,J,Norway,Poland,2
14545,2014,f,2014f,J,Norway,Romania,4
14546,2014,f,2014f,J,Norway,Spain,5
14547,2014,f,2014f,J,Norway,Sweden,8
14548,2014,f,2014f,J,Norway,The Netherlands,12
14549,2014,f,2014f,J,Norway,United Kingdom,3
14550,2014,f,2014f,J,Poland,Armenia,1
14551,2014,f,2014f,J,Poland,Denmark,6
14552,2014,f,2014f,J,Poland,Finland,3
14553,2014,f,2014f,J,Poland,Germany,8
14554,2014,f,2014f,J,Poland,Norway,7
14555,2014,f,2014f,J,Poland,Spain,2
14556,2014,f,2014f,J,Poland,Sweden,4
14557,2014,f,2014f,J,Poland,Switzerland,10
14558,2014,f,2014f,J,Poland,The Netherlands,12
14559,2014,f,2014f,J,Poland,Ukraine,5
14560,2014,f,2014f,J,Portugal,Armenia,4
14561,2014,f,2014f,J,Portugal,Austria,12
14562,2014,f,2014f,J,Portugal,Denmark,5
14563,2014,f,2014f,J,Portugal,Hungary,6
14564,2014,f,2014f,J,Portugal,Norway,3
14565,2014,f,2014f,J,Portugal,Romania,1
14566,2014,f,2014f,J,Portugal,Russia,2
14567,2014,f,2014f,J,Portugal,Sweden,8
14568,2014,f,2014f,J,Portugal,Switzerland,7
14569,2014,f,2014f,J,Portugal,The Netherlands,10
14570,2014,f,2014f,J,Romania,Armenia,7
14571,2014,f,2014f,J,Romania,Austria,8
14572,2014,f,2014f,J,Romania,Denmark,4
14573,2014,f,2014f,J,Romania,Germany,2
14574,2014,f,2014f,J,Romania,Hungary,10
14575,2014,f,2014f,J,Romania,Norway,1
14576,2014,f,2014f,J,Romania,Spain,5
14577,2014,f,2014f,J,Romania,Sweden,12
14578,2014,f,2014f,J,Romania,Switzerland,6
14579,2014,f,2014f,J,Romania,The Netherlands,3
14580,2014,f,2014f,J,Russia,Armenia,8
14581,2014,f,2014f,J,Russia,Austria,5
14582,2014,f,2014f,J,Russia,Azerbaijan,10
14583,2014,f,2014f,J,Russia,Belarus,12
14584,2014,f,2014f,J,Russia,Greece,4
14585,2014,f,2014f,J,Russia,Hungary,6
14586,2014,f,2014f,J,Russia,Iceland,1
14587,2014,f,2014f,J,Russia,Sweden,2
14588,2014,f,2014f,J,Russia,The Netherlands,3
14589,2014,f,2014f,J,Russia,Ukraine,7
14590,2014,f,2014f,J,San Marino,Armenia,6
14591,2014,f,2014f,J,San Marino,Azerbaijan,12
14592,2014,f,2014f,J,San Marino,Denmark,1
14593,2014,f,2014f,J,San Marino,Finland,3
14594,2014,f,2014f,J,San Marino,Hungary,7
14595,2014,f,2014f,J,San Marino,Iceland,8
14596,2014,f,2014f,J,San Marino,Malta,4
14597,2014,f,2014f,J,San Marino,Sweden,10
14598,2014,f,2014f,J,San Marino,The Netherlands,2
14599,2014,f,2014f,J,San Marino,United Kingdom,5
14600,2014,f,2014f,J,Slovenia,Austria,12
14601,2014,f,2014f,J,Slovenia,Denmark,6
14602,2014,f,2014f,J,Slovenia,Germany,2
14603,2014,f,2014f,J,Slovenia,Montenegro,7
14604,2014,f,2014f,J,Slovenia,Norway,5
14605,2014,f,2014f,J,Slovenia,Poland,1
14606,2014,f,2014f,J,Slovenia,Spain,4
14607,2014,f,2014f,J,Slovenia,Sweden,8
14608,2014,f,2014f,J,Slovenia,Switzerland,3
14609,2014,f,2014f,J,Slovenia,The Netherlands,10
14610,2014,f,2014f,J,Spain,Armenia,4
14611,2014,f,2014f,J,Spain,Austria,12
14612,2014,f,2014f,J,Spain,Denmark,3
14613,2014,f,2014f,J,Spain,Hungary,2
14614,2014,f,2014f,J,Spain,Iceland,1
14615,2014,f,2014f,J,Spain,Romania,8
14616,2014,f,2014f,J,Spain,Sweden,10
14617,2014,f,2014f,J,Spain,The Netherlands,7
14618,2014,f,2014f,J,Spain,Ukraine,6
14619,2014,f,2014f,J,Spain,United Kingdom,5
14620,2014,f,2014f,J,Sweden,Armenia,5
14621,2014,f,2014f,J,Sweden,Austria,12
14622,2014,f,2014f,J,Sweden,Denmark,8
14623,2014,f,2014f,J,Sweden,Finland,6
14624,2014,f,2014f,J,Sweden,France,1
14625,2014,f,2014f,J,Sweden,Hungary,7
14626,2014,f,2014f,J,Sweden,Iceland,4
14627,2014,f,2014f,J,Sweden,Norway,3
14628,2014,f,2014f,J,Sweden,Poland,2
14629,2014,f,2014f,J,Sweden,The Netherlands,10
14630,2014,f,2014f,J,Switzerland,Austria,12
14631,2014,f,2014f,J,Switzerland,Denmark,3
14632,2014,f,2014f,J,Switzerland,Finland,4
14633,2014,f,2014f,J,Switzerland,Germany,7
14634,2014,f,2014f,J,Switzerland,Hungary,1
14635,2014,f,2014f,J,Switzerland,Italy,2
14636,2014,f,2014f,J,Switzerland,Norway,5
14637,2014,f,2014f,J,Switzerland,Spain,8
14638,2014,f,2014f,J,Switzerland,Sweden,6
14639,2014,f,2014f,J,Switzerland,The Netherlands,10
14640,2014,f,2014f,J,The Netherlands,Armenia,7
14641,2014,f,2014f,J,The Netherlands,Austria,12
14642,2014,f,2014f,J,The Netherlands,Denmark,1
14643,2014,f,2014f,J,The Netherlands,Finland,2
14644,2014,f,2014f,J,The Netherlands,Hungary,4
14645,2014,f,2014f,J,The Netherlands,Iceland,6
14646,2014,f,2014f,J,The Netherlands,Malta,5
14647,2014,f,2014f,J,The Netherlands,Norway,10
14648,2014,f,2014f,J,The Netherlands,Sweden,8
14649,2014,f,2014f,J,The Netherlands,Switzerland,3
14650,2014,f,2014f,J,Ukraine,Armenia,10
14651,2014,f,2014f,J,Ukraine,Austria,8
14652,2014,f,2014f,J,Ukraine,Azerbaijan,1
14653,2014,f,2014f,J,Ukraine,Belarus,6
14654,2014,f,2014f,J,Ukraine,Germany,5
14655,2014,f,2014f,J,Ukraine,Hungary,3
14656,2014,f,2014f,J,Ukraine,Poland,7
14657,2014,f,2014f,J,Ukraine,Russia,4
14658,2014,f,2014f,J,Ukraine,Spain,2
14659,2014,f,2014f,J,Ukraine,Sweden,12
14660,2014,f,2014f,J,United Kingdom,Austria,12
14661,2014,f,2014f,J,United Kingdom,Denmark,3
14662,2014,f,2014f,J,United Kingdom,Finland,6
14663,2014,f,2014f,J,United Kingdom,Greece,2
14664,2014,f,2014f,J,United Kingdom,Iceland,4
14665,2014,f,2014f,J,United Kingdom,Malta,10
14666,2014,f,2014f,J,United Kingdom,Spain,5
14667,2014,f,2014f,J,United Kingdom,Sweden,7
14668,2014,f,2014f,J,United Kingdom,Switzerland,1
14669,2014,f,2014f,J,United Kingdom,The Netherlands,8
14670,2014,sf1,2014sf1,J,Albania,Armenia,5
14671,2014,sf1,2014sf1,J,Albania,Azerbaijan,7
14672,2014,sf1,2014sf1,J,Albania,Hungary,10
14673,2014,sf1,2014sf1,J,Albania,Moldova,4
14674,2014,sf1,2014sf1,J,Albania,Montenegro,12
14675,2014,sf1,2014sf1,J,Albania,Portugal,1
14676,2014,sf1,2014sf1,J,Albania,San Marino,8
14677,2014,sf1,2014sf1,J,Albania,Sweden,6
14678,2014,sf1,2014sf1,J,Albania,The Netherlands,2
14679,2014,sf1,2014sf1,J,Albania,Ukraine,3
14680,2014,sf1,2014sf1,J,Armenia,Belgium,6
14681,2014,sf1,2014sf1,J,Armenia,Estonia,5
14682,2014,sf1,2014sf1,J,Armenia,Hungary,1
14683,2014,sf1,2014sf1,J,Armenia,Montenegro,8
14684,2014,sf1,2014sf1,J,Armenia,Portugal,3
14685,2014,sf1,2014sf1,J,Armenia,Russia,7
14686,2014,sf1,2014sf1,J,Armenia,San Marino,2
14687,2014,sf1,2014sf1,J,Armenia,Sweden,4
14688,2014,sf1,2014sf1,J,Armenia,The Netherlands,10
14689,2014,sf1,2014sf1,J,Armenia,Ukraine,12
14690,2014,sf1,2014sf1,J,Azerbaijan,Belgium,4
14691,2014,sf1,2014sf1,J,Azerbaijan,Estonia,5
14692,2014,sf1,2014sf1,J,Azerbaijan,Hungary,8
14693,2014,sf1,2014sf1,J,Azerbaijan,Latvia,7
14694,2014,sf1,2014sf1,J,Azerbaijan,Montenegro,2
14695,2014,sf1,2014sf1,J,Azerbaijan,Portugal,1
14696,2014,sf1,2014sf1,J,Azerbaijan,Russia,10
14697,2014,sf1,2014sf1,J,Azerbaijan,San Marino,6
14698,2014,sf1,2014sf1,J,Azerbaijan,The Netherlands,3
14699,2014,sf1,2014sf1,J,Azerbaijan,Ukraine,12
14700,2014,sf1,2014sf1,J,Belgium,Albania,2
14701,2014,sf1,2014sf1,J,Belgium,Armenia,3
14702,2014,sf1,2014sf1,J,Belgium,Hungary,12
14703,2014,sf1,2014sf1,J,Belgium,Iceland,4
14704,2014,sf1,2014sf1,J,Belgium,Latvia,5
14705,2014,sf1,2014sf1,J,Belgium,Portugal,6
14706,2014,sf1,2014sf1,J,Belgium,Russia,1
14707,2014,sf1,2014sf1,J,Belgium,Sweden,8
14708,2014,sf1,2014sf1,J,Belgium,The Netherlands,10
14709,2014,sf1,2014sf1,J,Belgium,Ukraine,7
14710,2014,sf1,2014sf1,J,Denmark,Albania,2
14711,2014,sf1,2014sf1,J,Denmark,Armenia,5
14712,2014,sf1,2014sf1,J,Denmark,Hungary,6
14713,2014,sf1,2014sf1,J,Denmark,Iceland,8
14714,2014,sf1,2014sf1,J,Denmark,Latvia,1
14715,2014,sf1,2014sf1,J,Denmark,Portugal,3
14716,2014,sf1,2014sf1,J,Denmark,Russia,4
14717,2014,sf1,2014sf1,J,Denmark,Sweden,10
14718,2014,sf1,2014sf1,J,Denmark,The Netherlands,12
14719,2014,sf1,2014sf1,J,Denmark,Ukraine,7
14720,2014,sf1,2014sf1,J,Estonia,Armenia,5
14721,2014,sf1,2014sf1,J,Estonia,Azerbaijan,4
14722,2014,sf1,2014sf1,J,Estonia,Hungary,8
14723,2014,sf1,2014sf1,J,Estonia,Iceland,2
14724,2014,sf1,2014sf1,J,Estonia,Latvia,6
14725,2014,sf1,2014sf1,J,Estonia,Russia,1
14726,2014,sf1,2014sf1,J,Estonia,San Marino,3
14727,2014,sf1,2014sf1,J,Estonia,Sweden,7
14728,2014,sf1,2014sf1,J,Estonia,The Netherlands,12
14729,2014,sf1,2014sf1,J,Estonia,Ukraine,10
14730,2014,sf1,2014sf1,J,France,Armenia,12
14731,2014,sf1,2014sf1,J,France,Azerbaijan,2
14732,2014,sf1,2014sf1,J,France,Belgium,1
14733,2014,sf1,2014sf1,J,France,Estonia,4
14734,2014,sf1,2014sf1,J,France,Hungary,3
14735,2014,sf1,2014sf1,J,France,Iceland,8
14736,2014,sf1,2014sf1,J,France,Montenegro,7
14737,2014,sf1,2014sf1,J,France,Portugal,5
14738,2014,sf1,2014sf1,J,France,Sweden,6
14739,2014,sf1,2014sf1,J,France,The Netherlands,10
14740,2014,sf1,2014sf1,J,Hungary,Armenia,8
14741,2014,sf1,2014sf1,J,Hungary,Azerbaijan,1
14742,2014,sf1,2014sf1,J,Hungary,Iceland,6
14743,2014,sf1,2014sf1,J,Hungary,Latvia,2
14744,2014,sf1,2014sf1,J,Hungary,Montenegro,4
14745,2014,sf1,2014sf1,J,Hungary,Russia,5
14746,2014,sf1,2014sf1,J,Hungary,San Marino,7
14747,2014,sf1,2014sf1,J,Hungary,Sweden,10
14748,2014,sf1,2014sf1,J,Hungary,The Netherlands,12
14749,2014,sf1,2014sf1,J,Hungary,Ukraine,3
14750,2014,sf1,2014sf1,J,Iceland,Armenia,3
14751,2014,sf1,2014sf1,J,Iceland,Azerbaijan,1
14752,2014,sf1,2014sf1,J,Iceland,Estonia,5
14753,2014,sf1,2014sf1,J,Iceland,Hungary,8
14754,2014,sf1,2014sf1,J,Iceland,Latvia,6
14755,2014,sf1,2014sf1,J,Iceland,Russia,2
14756,2014,sf1,2014sf1,J,Iceland,San Marino,4
14757,2014,sf1,2014sf1,J,Iceland,Sweden,10
14758,2014,sf1,2014sf1,J,Iceland,The Netherlands,12
14759,2014,sf1,2014sf1,J,Iceland,Ukraine,7
14760,2014,sf1,2014sf1,J,Latvia,Armenia,6
14761,2014,sf1,2014sf1,J,Latvia,Azerbaijan,2
14762,2014,sf1,2014sf1,J,Latvia,Estonia,10
14763,2014,sf1,2014sf1,J,Latvia,Hungary,3
14764,2014,sf1,2014sf1,J,Latvia,Iceland,5
14765,2014,sf1,2014sf1,J,Latvia,Russia,4
14766,2014,sf1,2014sf1,J,Latvia,San Marino,1
14767,2014,sf1,2014sf1,J,Latvia,Sweden,8
14768,2014,sf1,2014sf1,J,Latvia,The Netherlands,12
14769,2014,sf1,2014sf1,J,Latvia,Ukraine,7
14770,2014,sf1,2014sf1,J,Moldova,Azerbaijan,6
14771,2014,sf1,2014sf1,J,Moldova,Belgium,7
14772,2014,sf1,2014sf1,J,Moldova,Hungary,4
14773,2014,sf1,2014sf1,J,Moldova,Montenegro,5
14774,2014,sf1,2014sf1,J,Moldova,Portugal,3
14775,2014,sf1,2014sf1,J,Moldova,Russia,12
14776,2014,sf1,2014sf1,J,Moldova,San Marino,1
14777,2014,sf1,2014sf1,J,Moldova,Sweden,10
14778,2014,sf1,2014sf1,J,Moldova,The Netherlands,2
14779,2014,sf1,2014sf1,J,Moldova,Ukraine,8
14780,2014,sf1,2014sf1,J,Montenegro,Albania,12
14781,2014,sf1,2014sf1,J,Montenegro,Armenia,10
14782,2014,sf1,2014sf1,J,Montenegro,Azerbaijan,7
14783,2014,sf1,2014sf1,J,Montenegro,Belgium,2
14784,2014,sf1,2014sf1,J,Montenegro,Moldova,6
14785,2014,sf1,2014sf1,J,Montenegro,Portugal,3
14786,2014,sf1,2014sf1,J,Montenegro,Russia,4
14787,2014,sf1,2014sf1,J,Montenegro,Sweden,5
14788,2014,sf1,2014sf1,J,Montenegro,The Netherlands,1
14789,2014,sf1,2014sf1,J,Montenegro,Ukraine,8
14790,2014,sf1,2014sf1,J,Portugal,Armenia,4
14791,2014,sf1,2014sf1,J,Portugal,Azerbaijan,2
14792,2014,sf1,2014sf1,J,Portugal,Hungary,10
14793,2014,sf1,2014sf1,J,Portugal,Iceland,1
14794,2014,sf1,2014sf1,J,Portugal,Latvia,3
14795,2014,sf1,2014sf1,J,Portugal,Montenegro,6
14796,2014,sf1,2014sf1,J,Portugal,Russia,5
14797,2014,sf1,2014sf1,J,Portugal,Sweden,8
14798,2014,sf1,2014sf1,J,Portugal,The Netherlands,12
14799,2014,sf1,2014sf1,J,Portugal,Ukraine,7
14800,2014,sf1,2014sf1,J,Russia,Armenia,12
14801,2014,sf1,2014sf1,J,Russia,Azerbaijan,10
14802,2014,sf1,2014sf1,J,Russia,Belgium,4
14803,2014,sf1,2014sf1,J,Russia,Hungary,8
14804,2014,sf1,2014sf1,J,Russia,Moldova,1
14805,2014,sf1,2014sf1,J,Russia,Montenegro,5
14806,2014,sf1,2014sf1,J,Russia,San Marino,3
14807,2014,sf1,2014sf1,J,Russia,Sweden,6
14808,2014,sf1,2014sf1,J,Russia,The Netherlands,2
14809,2014,sf1,2014sf1,J,Russia,Ukraine,7
14810,2014,sf1,2014sf1,J,San Marino,Albania,5
14811,2014,sf1,2014sf1,J,San Marino,Armenia,10
14812,2014,sf1,2014sf1,J,San Marino,Azerbaijan,6
14813,2014,sf1,2014sf1,J,San Marino,Belgium,1
14814,2014,sf1,2014sf1,J,San Marino,Hungary,8
14815,2014,sf1,2014sf1,J,San Marino,Iceland,7
14816,2014,sf1,2014sf1,J,San Marino,Latvia,2
14817,2014,sf1,2014sf1,J,San Marino,Sweden,3
14818,2014,sf1,2014sf1,J,San Marino,The Netherlands,12
14819,2014,sf1,2014sf1,J,San Marino,Ukraine,4
14820,2014,sf1,2014sf1,J,Spain,Armenia,6
14821,2014,sf1,2014sf1,J,Spain,Estonia,2
